Price,Close,High,Low,Open,Volume,ticker
Ticker,META,META,META,META,META,
Date,,,,,,
2023-04-12,212.9961395263672,215.8228136209453,211.5828024790781,213.83219549453068,18972200,META
2023-04-13,219.3163604736328,220.11259558285633,214.67821654507077,214.71802222564747,23310400,META
2023-04-14,220.45101928710938,221.06810607273064,216.52949898072916,216.85795280807292,21591200,META
2023-04-17,217.83335876464844,219.9434092793781,216.11147820663248,218.75898897403798,15481900,META
2023-04-18,216.86788940429688,219.40593053219777,215.1957774816206,218.87841794798126,12281000,META
2023-04-19,214.6881866455078,216.31054546546787,211.93117597017783,212.46865143110782,15898100,META
2023-04-20,212.0705108642578,215.7332409525059,211.77191510577404,212.47857604073408,16475400,META
2023-04-21,211.891357421875,212.40892241540604,208.59688667282944,209.2239362767764,17717200,META
2023-04-24,211.79180908203125,212.91651318444914,209.72157959330661,212.67763354165274,15750900,META
2023-04-25,206.576416015625,210.26900443754622,206.15838799732518,209.83108117114566,19198200,META
2023-04-26,208.417724609375,213.10563726845726,207.90017479939294,211.50318897041646,41992700,META
2023-04-27,237.44093322753906,240.55625552795624,235.65933664521174,238.7646961349494,71196500,META
2023-04-28,239.19268798828125,239.302157408545,234.64411815351386,237.88882032208997,39554000,META
2023-05-01,242.0392608642578,242.85542162022017,235.3507976508865,237.50065377540756,29143900,META
2023-05-02,238.11776733398438,243.77111603560468,237.86894004562689,242.03927264124005,24350100,META
2023-05-03,235.91812133789062,240.6159816358931,231.65819948605633,238.34667803957808,34463900,META
2023-05-04,232.424560546875,237.08259934924638,231.83731669809606,234.95263870943202,17889400,META
2023-05-05,231.6880340576172,233.579115133768,228.77178589877687,231.15057386548511,26978900,META
2023-05-08,232.17576599121094,234.51473334429355,229.18983858856006,230.3344380180247,16400500,META
2023-05-09,232.2752685546875,234.77350399447775,229.99601750847725,230.37423980806227,16865600,META
2023-05-10,231.9866485595703,235.6394311610159,229.63771845877667,235.06215005629753,19119000,META
2023-05-11,234.68389892578125,237.09256003458518,231.21028028742745,231.9567620262888,20449000,META
2023-05-12,232.71322631835938,235.84845920450806,230.36429615334117,235.62948997993087,16155300,META
2023-05-15,237.73953247070312,239.13295913720881,234.22609255917436,235.8086303848226,20653200,META
2023-05-16,237.69972229003906,238.515867840056,234.4151992814864,234.68392179887599,18163800,META
2023-05-17,241.35252380371094,242.69618205809556,237.0229228805313,237.3314662903408,21193100,META
2023-05-18,245.6920623779297,245.93092684694426,240.05860911308702,240.16809372378933,22943300,META
2023-05-19,244.4877471923828,247.52344323906496,242.26821196591578,246.3091648203921,21599800,META
2023-05-22,247.15516662597656,252.3805394775979,243.9701653095046,244.25881345757563,27738500,META
2023-05-23,245.58258056640625,250.4297311767593,245.49299120229273,245.6522443082589,17748100,META
2023-05-24,248.04098510742188,248.41919223447994,243.80095866239202,244.12941248469795,17724300,META
2023-05-25,251.5046844482422,254.42093311751393,248.00119180805734,252.21134547616225,22371400,META
2023-05-26,260.810791015625,261.0795135233531,251.5245557905279,251.74350980849536,25727200,META
2023-05-30,261.28851318359375,267.3897623404906,260.06430252774226,264.0057177449401,23816500,META
2023-05-31,263.4782409667969,263.75692631547395,257.23766349405014,258.78038053593673,25473700,META
2023-06-01,271.3312072753906,272.71470154543596,264.6427590830665,264.6526915197554,25609500,META
2023-06-02,271.3312072753906,274.0583749454534,269.84820639191184,271.3809909565315,19405300,META
2023-06-05,270.116943359375,274.2773279863085,268.295510749762,269.0320297424895,20742900,META
2023-06-06,269.84820556640625,275.2726524565986,268.42492080511124,268.8728220618882,19419000,META
2023-06-07,262.3634948730469,272.9635311187251,261.5672293379274,270.3956469072227,26163600,META
2023-06-08,263.3388366699219,266.3944425296156,257.66559370628426,259.3974216123689,20899400,META
2023-06-09,263.7071228027344,266.69304970199425,260.47236866186955,261.24870844070034,16938500,META
2023-06-12,269.7785339355469,270.4752624928421,264.0853643619349,265.9167599340666,15442500,META
2023-06-13,270.0472717285156,274.42662568433303,267.82772150543565,273.5905696870389,16164000,META
2023-06-14,272.0677490234375,273.70004015551854,267.06134545688445,270.61460623980014,19175100,META
2023-06-15,280.5079345703125,282.65780575077775,270.1467941493796,271.02264059378706,25973500,META
2023-06-16,279.6818542480469,286.49972758840875,278.81594019978445,283.414263334987,43102500,META
2023-06-20,282.9962158203125,283.4640123003581,274.92427380491404,277.4225093020109,20701600,META
2023-06-21,280.31884765625,282.6677623694573,277.05420490324326,282.1999659139394,20556200,META
2023-06-22,283.54364013671875,283.9218624264393,276.48690278855537,277.77082956228554,17563100,META
2023-06-23,287.3756408691406,288.3112339621304,277.6415179516829,280.18950711467687,50988400,META
2023-06-26,277.1637268066406,288.43063312942365,276.29781274794044,287.34574985333995,24232700,META
2023-06-27,285.7034606933594,287.992689813464,279.3334886243804,280.68712477465124,26108300,META
2023-06-28,283.9517517089844,288.19174797067035,282.7275105377967,283.4839552004256,16722100,META
2023-06-29,280.2093811035156,285.2257476763586,279.37332507044584,283.16545046570934,15395700,META
2023-06-30,285.6337890625,287.6940556173731,283.08580044078826,283.4242018574071,19676000,META
2023-07-03,284.67828369140625,288.0424331420296,283.51378911198844,285.35511693031197,8629300,META
2023-07-05,292.9891662597656,296.72157578416954,285.0167297958224,286.3006871770568,33865500,META
2023-07-06,290.62030029296875,296.72155005981983,289.94349738108144,294.5020301613624,47600500,META
2023-07-07,289.1671447753906,294.8105606037905,287.30592166227655,290.80939867670173,25546200,META
2023-07-10,292.72039794921875,296.73149220943253,285.7034509156094,294.16357784839363,37058300,META
2023-07-11,296.8907775878906,298.7718961039844,290.53073748119385,292.5213557994952,27585900,META
2023-07-12,307.888916015625,307.99841581227344,298.69226957179035,300.3345235261289,36677100,META
2023-07-13,311.9398498535156,314.75656143299585,308.8344901106006,312.14885627386656,30281000,META
2023-07-14,307.4211120605469,313.4029293780309,305.9181856231809,310.32742795194724,22576000,META
2023-07-17,309.1628723144531,310.2477554640629,303.2805925633465,306.09733400288263,25323100,META
2023-07-18,310.58624267578125,312.72618188599495,306.17702994040064,309.4217478503516,20764600,META
2023-07-19,314.52764892578125,317.18510730194566,309.06338112949766,311.56161677383153,21763700,META
2023-07-20,301.1009216308594,314.05986656964814,300.8023410271928,312.02942734143886,23836900,META
2023-07-21,292.879638671875,304.02708134664186,289.8339955346659,303.1412721234402,42089700,META
2023-07-24,290.2420654296875,296.1243457210145,286.9475948140285,294.3925176464592,24915700,META
2023-07-25,293.0886535644531,296.9006738143323,290.4908811811979,293.80527728661787,19585600,META
2023-07-26,297.1694641113281,300.35443520853624,290.5307386288225,299.7771692586956,47256900,META
2023-07-27,310.2478332519531,323.823865802108,308.38660984172196,323.59493374317935,64229200,META
2023-07-28,323.95318603515625,324.66980973407146,312.7758549689372,315.3935225132305,39220300,META
2023-07-31,317.10546875,324.1323481985344,316.10019689176113,322.1715881591069,25799600,META
2023-08-01,321.1961975097656,322.61951263548195,313.1839712460445,316.05046637065453,22817900,META
2023-08-02,312.8356018066406,316.89647995750096,309.1927668438837,316.5082948275176,20461100,META
2023-08-03,311.7208557128906,314.4679185156936,308.47613836606814,308.47613836606814,15180200,META
2023-08-04,309.2723693847656,316.9163350389265,308.74485684188676,313.4825069182115,17600200,META
2023-08-07,315.0750732421875,315.5826906464642,309.0036811374816,311.76070702016386,16236500,META
2023-08-08,311.1734313964844,316.3988038321548,308.65527037756453,312.92515464412173,15183500,META
2023-08-09,303.77825927734375,312.158774639815,301.42934455604046,311.41229287042137,19955800,META
2023-08-10,304.3057861328125,310.87483208676855,302.44456302698313,306.495478242272,14358900,META
2023-08-11,300.2250671386719,303.29060596157103,298.95104226487763,301.15069736001476,13967800,META
2023-08-14,304.75372314453125,304.7736183935267,296.850965750425,299.56817077238907,15641900,META
2023-08-15,300.5335998535156,305.788830773249,298.62259298523816,304.70394748127944,11623600,META
