Price,Close,High,Low,Open,Volume,ticker
Ticker,MSFT,MSFT,MSFT,MSFT,MSFT,
Date,,,,,,
2023-04-12,279.0517883300781,282.51669989305793,277.5457425781535,280.331454092245,27403400,MSFT
2023-04-13,285.3023986816406,285.3614569468839,278.7368378636827,279.1502457203857,24222700,MSFT
2023-04-14,281.6603088378906,283.96367102936733,279.2486531464038,282.5068305661248,20987900,MSFT
2023-04-17,284.2786560058594,287.0348384011463,281.68000236209434,285.3909700049731,23836200,MSFT
2023-04-18,283.8553771972656,287.19231898396373,282.51668329191097,287.0052911530972,20161800,MSFT
2023-04-19,283.9341125488281,284.52469507035653,280.0853229045868,281.51260405135076,17150300,MSFT
2023-04-20,281.6307373046875,284.50503591954333,280.6168638626968,280.7842156136177,23244400,MSFT
2023-04-21,281.28631591796875,281.7883112251336,278.62857354431657,280.5480574852668,21676400,MSFT
2023-04-24,277.3587341308594,280.4889724167193,274.3564954739549,277.67373157493995,26611000,MSFT
2023-04-25,271.108154296875,277.1913956236309,271.0589190518227,275.13411938360406,45772200,MSFT
2023-04-26,290.74578857421875,294.8800468988335,288.1471350865969,292.05498339426265,64599200,MSFT
2023-04-27,300.05767822265625,300.4219108695134,290.62767246567086,291.3364016068915,46462600,MSFT
2023-04-28,302.4496765136719,304.0935148750173,298.5615040334557,299.2505571443168,36446700,MSFT
2023-05-01,300.7763366699219,303.7687526958826,300.37275177498856,302.16426617499104,21294100,MSFT
2023-05-02,300.6286315917969,304.33959922450805,299.1521149683054,302.9418469765617,26404400,MSFT
2023-05-03,299.6344299316406,303.77851145251077,299.32928557023496,301.81967570546,22360800,MSFT
2023-05-04,300.6286315917969,302.9418469765617,298.65008970357985,301.44562423928016,22519900,MSFT
2023-05-05,305.7865905761719,307.085932430796,299.50646831862997,300.93377975527426,28181200,MSFT
2023-05-08,303.81787109375,305.3436228273613,301.2979520150605,305.2747115147881,21318600,MSFT
2023-05-09,302.1937255859375,305.18614092145225,301.51452555847186,303.1780699689536,21340800,MSFT
2023-05-10,307.4206237792969,308.09982387729104,302.8532809885263,303.7883902256099,30078000,MSFT
2023-05-11,305.2550048828125,306.2492022660023,301.46530325501186,305.24518186660805,31680200,MSFT
2023-05-12,304.1329040527344,305.78659550903757,301.8000125269122,305.68815505667965,19758100,MSFT
2023-05-15,304.6152038574219,305.04831778842316,302.77448467056973,304.26085429922443,16336500,MSFT
2023-05-16,306.8594970703125,308.79865663517415,304.9793957630767,304.9793957630767,26730300,MSFT
2023-05-17,309.75982666015625,310.1840128280389,306.54383920821226,308.07292647953415,24315000,MSFT
2023-05-18,314.21875,314.73174727715974,309.48358041459244,310.28263990581155,27276000,MSFT
2023-05-19,314.0412292480469,314.4456963446299,312.09783032838016,312.46282914333904,27529500,MSFT
2023-05-22,316.8428955078125,318.23385899609656,313.7157188876359,314.2977481307369,24115700,MSFT
2023-05-23,311.0027770996094,318.36202974124154,310.9929025046368,315.70835276424714,30797200,MSFT
2023-05-24,309.61187744140625,312.2260866800328,308.3886015273957,310.4799990237755,23384900,MSFT
2023-05-25,321.51885986328125,322.48560688715077,315.67878902000206,318.87502712507745,43301700,MSFT
2023-05-26,328.39471435546875,328.89780691493297,319.50637450410005,319.64446830879535,36630600,MSFT
2023-05-30,326.7373962402344,331.20622279832344,326.05671145740513,330.70313021071354,29503100,MSFT
2023-05-31,323.9555358886719,331.4035709455312,322.9098221088515,327.8028654551653,45950600,MSFT
2023-06-01,328.0888977050781,329.02608115085206,320.33505191131786,321.5287039010863,26773900,MSFT
2023-06-02,330.87078857421875,332.94243642193857,328.0592686455613,329.73632407120874,25864000,MSFT
2023-06-05,331.4035339355469,333.98814914784583,330.14082001100866,330.6932554714019,21307100,MSFT
2023-06-06,329.17401123046875,330.841192046933,327.6844225920594,330.8017237734239,20396200,MSFT
2023-06-07,319.0131530761719,329.9731116515835,318.1450315839659,327.17146599385774,40717100,MSFT
2023-06-08,320.8677978515625,322.229167569566,318.9835862960409,319.5656155034306,23277700,MSFT
2023-06-09,322.37713623046875,325.53390634602147,320.0292702055803,320.6014248165846,22514900,MSFT
2023-06-12,327.3688049316406,327.61542900796314,320.7691422408111,324.1429427458358,24260300,MSFT
2023-06-13,329.77587890625,332.42955654153445,325.92854909660264,329.95344102696913,22951300,MSFT
2023-06-14,332.78460693359375,334.4616624272819,328.3157805876422,329.82511848977225,26003800,MSFT
2023-06-15,343.3993835449219,345.1158775506154,332.64657941086205,332.92279718310556,38899100,MSFT
2023-06-16,337.70721435546875,346.7238036323781,337.332371106431,346.57583523072196,46533600,MSFT
2023-06-20,333.48504638671875,337.46062508330874,331.3246171835482,334.72804129963237,26375400,MSFT
2023-06-21,329.0556640625,333.1693663878864,327.5857943850583,331.82771592550745,25117800,MSFT
2023-06-22,335.1226501464844,335.52711724274883,328.8386735229286,329.6081394338645,23556800,MSFT
2023-06-23,330.4959411621094,333.396242355337,328.9471650313448,329.8448500671527,23084700,MSFT
2023-06-26,324.1626892089844,331.5712559275852,324.05415896146803,329.2135454326496,21520600,MSFT
2023-06-27,330.0520324707031,331.61068318067953,324.85317836133345,327.3786061607091,24354100,MSFT
2023-06-28,331.3147888183594,333.41603075704074,329.3023279341392,330.1408558113541,20259500,MSFT
2023-06-29,330.5255432128906,331.57122678735186,328.1283646472187,330.19013811405165,16997000,MSFT
2023-06-30,335.9414367675781,338.1018659336961,332.64654295071426,333.18910383853483,26823800,MSFT
2023-07-03,333.42584228515625,336.2965498508415,332.0250345348407,334.60964977189394,12508700,MSFT
2023-07-05,333.5837097167969,337.0364466828848,330.2099093118582,330.5650335205982,18172400,MSFT
2023-07-06,336.66156005859375,338.3583347909345,330.9694876074592,332.7451687923729,28161200,MSFT
2023-07-07,332.6662292480469,337.1745238292714,332.44919889321517,334.7378771613544,21185300,MSFT
2023-07-10,327.3489990234375,330.7031099646927,323.1662650474364,330.08161258316045,32791400,MSFT
2023-07-11,327.9804382324219,328.36515614884536,322.5843020670204,326.5894747851635,26698200,MSFT
2023-07-12,332.6465148925781,337.0364047109199,331.13717698244034,332.05461117957884,29995300,MSFT
2023-07-13,338.03277587890625,339.0981784792485,334.4419154262678,334.9746317791757,20567200,MSFT
2023-07-14,340.5779113769531,346.684324777907,339.6604772092067,342.89618328373626,28302200,MSFT
2023-07-17,341.0613708496094,342.3043356947929,337.57904017391905,341.0120279721599,20363900,MSFT
2023-07-18,354.635498046875,361.8270635461225,337.5494072854083,341.1599567699789,64872700,MSFT
2023-07-19,350.2850646972656,357.56541162077775,347.6807303302268,356.8650077338188,39732900,MSFT
2023-07-20,342.1859130859375,353.1360263193054,340.7061688680628,348.7954493013007,33778400,MSFT
2023-07-21,339.1278381347656,345.569658071984,335.2410401218458,344.4351932948175,69368900,MSFT
2023-07-24,340.4497375488281,342.2353236218042,337.68755983819176,341.17976531237275,26678100,MSFT
2023-07-25,346.240478515625,347.1381937516986,340.41028183220885,342.42271258678073,41637700,MSFT
2023-07-26,333.2088317871094,340.01568008356725,328.611755590644,336.82928631733375,58383700,MSFT
2023-07-27,326.2540283203125,336.7207386752654,324.6065664004519,335.8822409797451,39635300,MSFT
