date,value,series_id,indicator_name
2020-05-01 18:23:06.098021,101.21,HOUST,Housing Starts
2020-06-01 18:23:06.098021,99.55,HOUST,Housing Starts
2020-07-01 18:23:06.098021,105.98,HOUST,Housing Starts
2020-08-01 18:23:06.098021,100.41,HOUST,Housing Starts
2020-09-01 18:23:06.098021,100.85,HOUST,Housing Starts
2020-10-01 18:23:06.098021,105.03,HOUST,Housing Starts
2020-11-01 18:23:06.098021,86.75,HOUST,Housing Starts
2020-12-01 18:23:06.098021,105.57,HOUST,Housing Starts
2021-01-01 18:23:06.098021,97.12,HOUST,Housing Starts
2021-02-01 18:23:06.098021,105.39,HOUST,Housing Starts
2021-03-01 18:23:06.098021,112.13,HOUST,Housing Starts
2021-04-01 18:23:06.098021,100.03,HOUST,Housing Starts
2021-05-01 18:23:06.098021,98.18,HOUST,Housing Starts
2021-06-01 18:23:06.098021,93.81,HOUST,Housing Starts
2021-07-01 18:23:06.098021,101.41,HOUST,Housing Starts
2021-08-01 18:23:06.098021,102.35,HOUST,Housing Starts
2021-09-01 18:23:06.098021,100.6,HOUST,Housing Starts
2021-10-01 18:23:06.098021,95.32,HOUST,Housing Starts
2021-11-01 18:23:06.098021,100.75,HOUST,Housing Starts
2021-12-01 18:23:06.098021,107.04,HOUST,Housing Starts
2022-01-01 18:23:06.098021,100.9,HOUST,Housing Starts
2022-02-01 18:23:06.098021,99.44,HOUST,Housing Starts
2022-03-01 18:23:06.098021,103.23,HOUST,Housing Starts
2022-04-01 18:23:06.098021,102.08,HOUST,Housing Starts
2022-05-01 18:23:06.098021,108.26,HOUST,Housing Starts
2022-06-01 18:23:06.098021,102.05,HOUST,Housing Starts
2022-07-01 18:23:06.098021,102.78,HOUST,Housing Starts
2022-08-01 18:23:06.098021,108.6,HOUST,Housing Starts
2022-09-01 18:23:06.098021,101.55,HOUST,Housing Starts
2022-10-01 18:23:06.098021,101.56,HOUST,Housing Starts
2022-11-01 18:23:06.098021,107.75,HOUST,Housing Starts
2022-12-01 18:23:06.098021,106.21,HOUST,Housing Starts
2023-01-01 18:23:06.098021,108.19,HOUST,Housing Starts
2023-02-01 18:23:06.098021,103.06,HOUST,Housing Starts
2023-03-01 18:23:06.098021,108.09,HOUST,Housing Starts
2023-04-01 18:23:06.098021,104.12,HOUST,Housing Starts
2023-05-01 18:23:06.098021,116.53,HOUST,Housing Starts
2023-06-01 18:23:06.098021,106.49,HOUST,Housing Starts
2023-07-01 18:23:06.098021,102.65,HOUST,Housing Starts
2023-08-01 18:23:06.098021,116.0,HOUST,Housing Starts
2023-09-01 18:23:06.098021,118.2,HOUST,Housing Starts
2023-10-01 18:23:06.098021,104.01,HOUST,Housing Starts
2023-11-01 18:23:06.098021,105.59,HOUST,Housing Starts
2023-12-01 18:23:06.098021,107.28,HOUST,Housing Starts
2024-01-01 18:23:06.098021,106.22,HOUST,Housing Starts
2024-02-01 18:23:06.098021,106.08,HOUST,Housing Starts
2024-03-01 18:23:06.098021,103.62,HOUST,Housing Starts
2024-04-01 18:23:06.098021,106.3,HOUST,Housing Starts
2024-05-01 18:23:06.098021,108.91,HOUST,Housing Starts
2024-06-01 18:23:06.098021,106.39,HOUST,Housing Starts
2024-07-01 18:23:06.098021,111.61,HOUST,Housing Starts
2024-08-01 18:23:06.098021,105.91,HOUST,Housing Starts
2024-09-01 18:23:06.098021,105.71,HOUST,Housing Starts
2024-10-01 18:23:06.098021,120.74,HOUST,Housing Starts
2024-11-01 18:23:06.098021,107.83,HOUST,Housing Starts
2024-12-01 18:23:06.098021,111.76,HOUST,Housing Starts
2025-01-01 18:23:06.098021,115.29,HOUST,Housing Starts
2025-02-01 18:23:06.098021,112.75,HOUST,Housing Starts
2025-03-01 18:23:06.098021,112.04,HOUST,Housing Starts
2025-04-01 18:23:06.098021,117.44,HOUST,Housing Starts
