date,value,series_id,indicator_name
2020-05-01 18:23:06.098021,5.36,UNRATE,Unemployment Rate
2020-06-01 18:23:06.098021,5.14,UNRATE,Unemployment Rate
2020-07-01 18:23:06.098021,5.71,UNRATE,Unemployment Rate
2020-08-01 18:23:06.098021,5.65,UNRATE,Unemployment Rate
2020-09-01 18:23:06.098021,6.03,UNRATE,Unemployment Rate
2020-10-01 18:23:06.098021,6.38,UNRATE,Unemployment Rate
2020-11-01 18:23:06.098021,6.53,UNRATE,Unemployment Rate
2020-12-01 18:23:06.098021,6.89,UNRATE,Unemployment Rate
2021-01-01 18:23:06.098021,6.6,UNRATE,Unemployment Rate
2021-02-01 18:23:06.098021,7.36,UNRATE,Unemployment Rate
2021-03-01 18:23:06.098021,6.91,UNRATE,Unemployment Rate
2021-04-01 18:23:06.098021,6.68,UNRATE,Unemployment Rate
2021-05-01 18:23:06.098021,6.85,UNRATE,Unemployment Rate
2021-06-01 18:23:06.098021,6.8,UNRATE,Unemployment Rate
2021-07-01 18:23:06.098021,6.91,UNRATE,Unemployment Rate
2021-08-01 18:23:06.098021,6.35,UNRATE,Unemployment Rate
2021-09-01 18:23:06.098021,6.25,UNRATE,Unemployment Rate
2021-10-01 18:23:06.098021,5.43,UNRATE,Unemployment Rate
2021-11-01 18:23:06.098021,5.58,UNRATE,Unemployment Rate
2021-12-01 18:23:06.098021,5.29,UNRATE,Unemployment Rate
2022-01-01 18:23:06.098021,4.76,UNRATE,Unemployment Rate
2022-02-01 18:23:06.098021,4.82,UNRATE,Unemployment Rate
2022-03-01 18:23:06.098021,4.52,UNRATE,Unemployment Rate
2022-04-01 18:23:06.098021,3.82,UNRATE,Unemployment Rate
2022-05-01 18:23:06.098021,4.19,UNRATE,Unemployment Rate
2022-06-01 18:23:06.098021,3.23,UNRATE,Unemployment Rate
2022-07-01 18:23:06.098021,3.45,UNRATE,Unemployment Rate
2022-08-01 18:23:06.098021,3.42,UNRATE,Unemployment Rate
2022-09-01 18:23:06.098021,3.01,UNRATE,Unemployment Rate
2022-10-01 18:23:06.098021,3.3,UNRATE,Unemployment Rate
2022-11-01 18:23:06.098021,3.15,UNRATE,Unemployment Rate
2022-12-01 18:23:06.098021,2.9,UNRATE,Unemployment Rate
2023-01-01 18:23:06.098021,3.27,UNRATE,Unemployment Rate
2023-02-01 18:23:06.098021,3.29,UNRATE,Unemployment Rate
2023-03-01 18:23:06.098021,3.49,UNRATE,Unemployment Rate
2023-04-01 18:23:06.098021,3.99,UNRATE,Unemployment Rate
2023-05-01 18:23:06.098021,4.19,UNRATE,Unemployment Rate
2023-06-01 18:23:06.098021,4.56,UNRATE,Unemployment Rate
2023-07-01 18:23:06.098021,4.53,UNRATE,Unemployment Rate
2023-08-01 18:23:06.098021,4.82,UNRATE,Unemployment Rate
2023-09-01 18:23:06.098021,5.0,UNRATE,Unemployment Rate
2023-10-01 18:23:06.098021,5.8,UNRATE,Unemployment Rate
2023-11-01 18:23:06.098021,6.23,UNRATE,Unemployment Rate
2023-12-01 18:23:06.098021,6.35,UNRATE,Unemployment Rate
2024-01-01 18:23:06.098021,6.28,UNRATE,Unemployment Rate
2024-02-01 18:23:06.098021,6.6,UNRATE,Unemployment Rate
2024-03-01 18:23:06.098021,6.76,UNRATE,Unemployment Rate
2024-04-01 18:23:06.098021,6.92,UNRATE,Unemployment Rate
2024-05-01 18:23:06.098021,6.84,UNRATE,Unemployment Rate
2024-06-01 18:23:06.098021,6.61,UNRATE,Unemployment Rate
2024-07-01 18:23:06.098021,6.76,UNRATE,Unemployment Rate
2024-08-01 18:23:06.098021,6.71,UNRATE,Unemployment Rate
2024-09-01 18:23:06.098021,6.78,UNRATE,Unemployment Rate
2024-10-01 18:23:06.098021,6.86,UNRATE,Unemployment Rate
2024-11-01 18:23:06.098021,6.53,UNRATE,Unemployment Rate
2024-12-01 18:23:06.098021,5.96,UNRATE,Unemployment Rate
2025-01-01 18:23:06.098021,6.15,UNRATE,Unemployment Rate
2025-02-01 18:23:06.098021,6.08,UNRATE,Unemployment Rate
2025-03-01 18:23:06.098021,5.23,UNRATE,Unemployment Rate
2025-04-01 18:23:06.098021,5.11,UNRATE,Unemployment Rate
