date,value,series_id,indicator_name
2020-05-01 18:23:06.098021,103.03,PCE,Personal Consumption Expenditures
2020-06-01 18:23:06.098021,104.61,PCE,Personal Consumption Expenditures
2020-07-01 18:23:06.098021,106.75,PCE,Personal Consumption Expenditures
2020-08-01 18:23:06.098021,106.98,PCE,Personal Consumption Expenditures
2020-09-01 18:23:06.098021,104.06,PCE,Personal Consumption Expenditures
2020-10-01 18:23:06.098021,108.44,PCE,Personal Consumption Expenditures
2020-11-01 18:23:06.098021,98.9,PCE,Personal Consumption Expenditures
2020-12-01 18:23:06.098021,96.39,PCE,Personal Consumption Expenditures
2021-01-01 18:23:06.098021,100.52,PCE,Personal Consumption Expenditures
2021-02-01 18:23:06.098021,102.09,PCE,Personal Consumption Expenditures
2021-03-01 18:23:06.098021,104.01,PCE,Personal Consumption Expenditures
2021-04-01 18:23:06.098021,99.8,PCE,Personal Consumption Expenditures
2021-05-01 18:23:06.098021,92.36,PCE,Personal Consumption Expenditures
2021-06-01 18:23:06.098021,98.86,PCE,Personal Consumption Expenditures
2021-07-01 18:23:06.098021,99.15,PCE,Personal Consumption Expenditures
2021-08-01 18:23:06.098021,102.86,PCE,Personal Consumption Expenditures
2021-09-01 18:23:06.098021,97.52,PCE,Personal Consumption Expenditures
2021-10-01 18:23:06.098021,103.72,PCE,Personal Consumption Expenditures
2021-11-01 18:23:06.098021,106.67,PCE,Personal Consumption Expenditures
2021-12-01 18:23:06.098021,95.54,PCE,Personal Consumption Expenditures
2022-01-01 18:23:06.098021,105.48,PCE,Personal Consumption Expenditures
2022-02-01 18:23:06.098021,99.53,PCE,Personal Consumption Expenditures
2022-03-01 18:23:06.098021,105.33,PCE,Personal Consumption Expenditures
2022-04-01 18:23:06.098021,102.68,PCE,Personal Consumption Expenditures
2022-05-01 18:23:06.098021,109.19,PCE,Personal Consumption Expenditures
2022-06-01 18:23:06.098021,104.67,PCE,Personal Consumption Expenditures
2022-07-01 18:23:06.098021,100.51,PCE,Personal Consumption Expenditures
2022-08-01 18:23:06.098021,108.36,PCE,Personal Consumption Expenditures
2022-09-01 18:23:06.098021,101.33,PCE,Personal Consumption Expenditures
2022-10-01 18:23:06.098021,94.81,PCE,Personal Consumption Expenditures
2022-11-01 18:23:06.098021,107.02,PCE,Personal Consumption Expenditures
2022-12-01 18:23:06.098021,104.6,PCE,Personal Consumption Expenditures
2023-01-01 18:23:06.098021,105.38,PCE,Personal Consumption Expenditures
2023-02-01 18:23:06.098021,100.57,PCE,Personal Consumption Expenditures
2023-03-01 18:23:06.098021,106.59,PCE,Personal Consumption Expenditures
2023-04-01 18:23:06.098021,108.0,PCE,Personal Consumption Expenditures
2023-05-01 18:23:06.098021,107.88,PCE,Personal Consumption Expenditures
2023-06-01 18:23:06.098021,110.99,PCE,Personal Consumption Expenditures
2023-07-01 18:23:06.098021,105.52,PCE,Personal Consumption Expenditures
2023-08-01 18:23:06.098021,110.47,PCE,Personal Consumption Expenditures
2023-09-01 18:23:06.098021,106.29,PCE,Personal Consumption Expenditures
2023-10-01 18:23:06.098021,101.95,PCE,Personal Consumption Expenditures
2023-11-01 18:23:06.098021,106.59,PCE,Personal Consumption Expenditures
2023-12-01 18:23:06.098021,103.74,PCE,Personal Consumption Expenditures
2024-01-01 18:23:06.098021,103.59,PCE,Personal Consumption Expenditures
2024-02-01 18:23:06.098021,115.81,PCE,Personal Consumption Expenditures
2024-03-01 18:23:06.098021,109.71,PCE,Personal Consumption Expenditures
2024-04-01 18:23:06.098021,111.79,PCE,Personal Consumption Expenditures
2024-05-01 18:23:06.098021,118.28,PCE,Personal Consumption Expenditures
2024-06-01 18:23:06.098021,113.61,PCE,Personal Consumption Expenditures
2024-07-01 18:23:06.098021,109.3,PCE,Personal Consumption Expenditures
2024-08-01 18:23:06.098021,99.72,PCE,Personal Consumption Expenditures
2024-09-01 18:23:06.098021,105.05,PCE,Personal Consumption Expenditures
2024-10-01 18:23:06.098021,110.44,PCE,Personal Consumption Expenditures
2024-11-01 18:23:06.098021,105.01,PCE,Personal Consumption Expenditures
2024-12-01 18:23:06.098021,107.37,PCE,Personal Consumption Expenditures
2025-01-01 18:23:06.098021,104.13,PCE,Personal Consumption Expenditures
2025-02-01 18:23:06.098021,110.78,PCE,Personal Consumption Expenditures
2025-03-01 18:23:06.098021,114.92,PCE,Personal Consumption Expenditures
2025-04-01 18:23:06.098021,109.84,PCE,Personal Consumption Expenditures
