date,value,series_id,indicator_name
2020-05-01 18:23:06.098021,98.22,RETAIL,Retail Sales
2020-06-01 18:23:06.098021,102.39,RETAIL,Retail Sales
2020-07-01 18:23:06.098021,105.36,RETAIL,Retail Sales
2020-08-01 18:23:06.098021,103.76,RETAIL,Retail Sales
2020-09-01 18:23:06.098021,106.13,RETAIL,Retail Sales
2020-10-01 18:23:06.098021,94.07,RETAIL,Retail Sales
2020-11-01 18:23:06.098021,103.85,RETAIL,Retail Sales
2020-12-01 18:23:06.098021,96.47,RETAIL,Retail Sales
2021-01-01 18:23:06.098021,104.09,RETAIL,Retail Sales
2021-02-01 18:23:06.098021,99.5,RETAIL,Retail Sales
2021-03-01 18:23:06.098021,101.3,RETAIL,Retail Sales
2021-04-01 18:23:06.098021,107.51,RETAIL,Retail Sales
2021-05-01 18:23:06.098021,107.57,RETAIL,Retail Sales
2021-06-01 18:23:06.098021,101.54,RETAIL,Retail Sales
2021-07-01 18:23:06.098021,106.47,RETAIL,Retail Sales
2021-08-01 18:23:06.098021,100.44,RETAIL,Retail Sales
2021-09-01 18:23:06.098021,109.3,RETAIL,Retail Sales
2021-10-01 18:23:06.098021,110.98,RETAIL,Retail Sales
2021-11-01 18:23:06.098021,107.71,RETAIL,Retail Sales
2021-12-01 18:23:06.098021,105.96,RETAIL,Retail Sales
2022-01-01 18:23:06.098021,105.19,RETAIL,Retail Sales
2022-02-01 18:23:06.098021,101.45,RETAIL,Retail Sales
2022-03-01 18:23:06.098021,96.54,RETAIL,Retail Sales
2022-04-01 18:23:06.098021,104.06,RETAIL,Retail Sales
2022-05-01 18:23:06.098021,108.72,RETAIL,Retail Sales
2022-06-01 18:23:06.098021,103.91,RETAIL,Retail Sales
2022-07-01 18:23:06.098021,99.56,RETAIL,Retail Sales
2022-08-01 18:23:06.098021,104.82,RETAIL,Retail Sales
2022-09-01 18:23:06.098021,102.99,RETAIL,Retail Sales
2022-10-01 18:23:06.098021,104.02,RETAIL,Retail Sales
2022-11-01 18:23:06.098021,94.45,RETAIL,Retail Sales
2022-12-01 18:23:06.098021,109.09,RETAIL,Retail Sales
2023-01-01 18:23:06.098021,106.42,RETAIL,Retail Sales
2023-02-01 18:23:06.098021,106.64,RETAIL,Retail Sales
2023-03-01 18:23:06.098021,118.66,RETAIL,Retail Sales
2023-04-01 18:23:06.098021,99.38,RETAIL,Retail Sales
2023-05-01 18:23:06.098021,103.37,RETAIL,Retail Sales
2023-06-01 18:23:06.098021,104.15,RETAIL,Retail Sales
2023-07-01 18:23:06.098021,105.19,RETAIL,Retail Sales
2023-08-01 18:23:06.098021,102.76,RETAIL,Retail Sales
2023-09-01 18:23:06.098021,108.92,RETAIL,Retail Sales
2023-10-01 18:23:06.098021,114.03,RETAIL,Retail Sales
2023-11-01 18:23:06.098021,112.49,RETAIL,Retail Sales
2023-12-01 18:23:06.098021,112.16,RETAIL,Retail Sales
2024-01-01 18:23:06.098021,103.58,RETAIL,Retail Sales
2024-02-01 18:23:06.098021,105.17,RETAIL,Retail Sales
2024-03-01 18:23:06.098021,108.28,RETAIL,Retail Sales
2024-04-01 18:23:06.098021,107.5,RETAIL,Retail Sales
2024-05-01 18:23:06.098021,105.65,RETAIL,Retail Sales
2024-06-01 18:23:06.098021,95.28,RETAIL,Retail Sales
2024-07-01 18:23:06.098021,106.14,RETAIL,Retail Sales
2024-08-01 18:23:06.098021,106.88,RETAIL,Retail Sales
2024-09-01 18:23:06.098021,108.56,RETAIL,Retail Sales
2024-10-01 18:23:06.098021,113.64,RETAIL,Retail Sales
2024-11-01 18:23:06.098021,110.96,RETAIL,Retail Sales
2024-12-01 18:23:06.098021,114.47,RETAIL,Retail Sales
2025-01-01 18:23:06.098021,106.41,RETAIL,Retail Sales
2025-02-01 18:23:06.098021,111.92,RETAIL,Retail Sales
2025-03-01 18:23:06.098021,113.52,RETAIL,Retail Sales
2025-04-01 18:23:06.098021,115.54,RETAIL,Retail Sales
