date,value,series_id,indicator_name
2020-05-01 18:23:06.098021,250.35,CPIAUCSL,Consumer Price Index
2020-06-01 18:23:06.098021,250.92,CPIAUCSL,Consumer Price Index
2020-07-01 18:23:06.098021,252.5,CPIAUCSL,Consumer Price Index
2020-08-01 18:23:06.098021,253.58,CPIAUCSL,Consumer Price Index
2020-09-01 18:23:06.098021,255.29,CPIAUCSL,Consumer Price Index
2020-10-01 18:23:06.098021,255.75,CPIAUCSL,Consumer Price Index
2020-11-01 18:23:06.098021,257.64,CPIAUCSL,Consumer Price Index
2020-12-01 18:23:06.098021,259.25,CPIAUCSL,Consumer Price Index
2021-01-01 18:23:06.098021,260.43,CPIAUCSL,Consumer Price Index
2021-02-01 18:23:06.098021,261.73,CPIAUCSL,Consumer Price Index
2021-03-01 18:23:06.098021,262.35,CPIAUCSL,Consumer Price Index
2021-04-01 18:23:06.098021,263.77,CPIAUCSL,Consumer Price Index
2021-05-01 18:23:06.098021,264.91,CPIAUCSL,Consumer Price Index
2021-06-01 18:23:06.098021,266.5,CPIAUCSL,Consumer Price Index
2021-07-01 18:23:06.098021,267.89,CPIAUCSL,Consumer Price Index
2021-08-01 18:23:06.098021,269.17,CPIAUCSL,Consumer Price Index
2021-09-01 18:23:06.098021,270.39,CPIAUCSL,Consumer Price Index
2021-10-01 18:23:06.098021,270.21,CPIAUCSL,Consumer Price Index
2021-11-01 18:23:06.098021,272.13,CPIAUCSL,Consumer Price Index
2021-12-01 18:23:06.098021,274.78,CPIAUCSL,Consumer Price Index
2022-01-01 18:23:06.098021,275.88,CPIAUCSL,Consumer Price Index
2022-02-01 18:23:06.098021,277.09,CPIAUCSL,Consumer Price Index
2022-03-01 18:23:06.098021,278.17,CPIAUCSL,Consumer Price Index
2022-04-01 18:23:06.098021,278.69,CPIAUCSL,Consumer Price Index
2022-05-01 18:23:06.098021,280.4,CPIAUCSL,Consumer Price Index
2022-06-01 18:23:06.098021,281.39,CPIAUCSL,Consumer Price Index
2022-07-01 18:23:06.098021,282.1,CPIAUCSL,Consumer Price Index
2022-08-01 18:23:06.098021,284.76,CPIAUCSL,Consumer Price Index
2022-09-01 18:23:06.098021,286.35,CPIAUCSL,Consumer Price Index
2022-10-01 18:23:06.098021,286.06,CPIAUCSL,Consumer Price Index
2022-11-01 18:23:06.098021,288.89,CPIAUCSL,Consumer Price Index
2022-12-01 18:23:06.098021,289.38,CPIAUCSL,Consumer Price Index
2023-01-01 18:23:06.098021,291.03,CPIAUCSL,Consumer Price Index
2023-02-01 18:23:06.098021,292.91,CPIAUCSL,Consumer Price Index
2023-03-01 18:23:06.098021,293.1,CPIAUCSL,Consumer Price Index
2023-04-01 18:23:06.098021,294.85,CPIAUCSL,Consumer Price Index
2023-05-01 18:23:06.098021,296.02,CPIAUCSL,Consumer Price Index
2023-06-01 18:23:06.098021,296.94,CPIAUCSL,Consumer Price Index
2023-07-01 18:23:06.098021,297.75,CPIAUCSL,Consumer Price Index
2023-08-01 18:23:06.098021,299.68,CPIAUCSL,Consumer Price Index
2023-09-01 18:23:06.098021,300.56,CPIAUCSL,Consumer Price Index
2023-10-01 18:23:06.098021,302.6,CPIAUCSL,Consumer Price Index
2023-11-01 18:23:06.098021,303.4,CPIAUCSL,Consumer Price Index
2023-12-01 18:23:06.098021,303.56,CPIAUCSL,Consumer Price Index
2024-01-01 18:23:06.098021,305.68,CPIAUCSL,Consumer Price Index
2024-02-01 18:23:06.098021,307.22,CPIAUCSL,Consumer Price Index
2024-03-01 18:23:06.098021,308.65,CPIAUCSL,Consumer Price Index
2024-04-01 18:23:06.098021,309.39,CPIAUCSL,Consumer Price Index
2024-05-01 18:23:06.098021,312.01,CPIAUCSL,Consumer Price Index
2024-06-01 18:23:06.098021,312.34,CPIAUCSL,Consumer Price Index
2024-07-01 18:23:06.098021,313.25,CPIAUCSL,Consumer Price Index
2024-08-01 18:23:06.098021,313.99,CPIAUCSL,Consumer Price Index
2024-09-01 18:23:06.098021,315.46,CPIAUCSL,Consumer Price Index
2024-10-01 18:23:06.098021,316.45,CPIAUCSL,Consumer Price Index
2024-11-01 18:23:06.098021,318.08,CPIAUCSL,Consumer Price Index
2024-12-01 18:23:06.098021,320.16,CPIAUCSL,Consumer Price Index
2025-01-01 18:23:06.098021,320.97,CPIAUCSL,Consumer Price Index
2025-02-01 18:23:06.098021,322.65,CPIAUCSL,Consumer Price Index
2025-03-01 18:23:06.098021,323.52,CPIAUCSL,Consumer Price Index
2025-04-01 18:23:06.098021,324.52,CPIAUCSL,Consumer Price Index
